s#,sname,sex,height,bdate,dorm
44762568,陈云,女,1.55,2003-11-01,西 11 舍 109
34962047,杨怡芬,女,1.56,2003-01-07,西 17 舍 501
30656361,邹姝钰,女,1.68,2005-12-04,东 13 舍 724
29493339,杨拾,男,1.77,2004-05-21,东 18 舍 309
16493705,王钦,男,1.75,2006-08-21,西 6 舍 625
44879303,张梓琪,女,1.57,2006-05-05,东 20 舍 712
37685269,冯煜,女,1.78,2003-12-01,西 22 舍 216
11183820,徐怀盈,女,1.58,2007-02-20,东 21 舍 720
27832501,郭青熙,女,1.68,2005-05-12,东 22 舍 806
17289414,黄夏怡,女,1.54,2003-07-11,西 12 舍 603
13448069,杨灏风,男,1.65,2003-02-21,西 19 舍 406
27345012,苏怡芬,女,1.68,2002-10-09,西 17 舍 119
13471444,邓万信,男,1.76,2006-07-01,东 7 舍 816
23209683,芦禛,男,1.67,2004-05-17,西 23 舍 719
36402015,锺姝钰,女,1.61,2004-07-25,东 19 舍 511
29475736,李良清,男,1.84,2003-05-30,东 7 舍 828
23224156,高竽磊,男,1.71,2003-04-06,西 5 舍 129
29439213,冯祺,男,1.83,2003-03-04,东 14 舍 623
27877826,康秦齐,男,1.73,2005-05-14,西 17 舍 720
35795419,马殿,男,1.7,2006-07-28,东 19 舍 312
24743934,李明泉,男,1.74,2004-06-18,西 3 舍 330
23055994,王坤灵,男,1.65,2002-08-27,西 16 舍 202
32905994,冯若娜,女,1.7,2003-05-07,西 22 舍 404
31721875,陈莉菲,女,1.62,2005-02-07,西 7 舍 424
47346203,施博罗,男,1.78,2002-12-13,东 15 舍 216
36917632,孙焘,男,1.82,2003-09-12,东 21 舍 519
27088768,史昕,女,1.7,2002-07-22,西 3 舍 823
36910298,徐浩泽,男,1.86,2006-06-03,东 23 舍 809
38165376,萧畅裕,男,1.76,2006-10-21,西 16 舍 201
28025154,曾仑,男,1.65,2006-05-26,东 8 舍 816
20336952,黄瑜,男,1.79,2002-09-18,西 24 舍 310
26344293,牟欣,女,1.68,2004-05-09,东 24 舍 317
31789798,王晶,女,1.54,2004-10-02,西 13 舍 423
10564191,夏颜,女,1.57,2003-04-18,东 13 舍 308
28175174,马雪菡,女,1.61,2007-01-19,东 4 舍 426
12603369,王虹,女,1.65,2006-12-30,西 11 舍 115
47040722,陈荷菲,女,1.64,2002-11-01,西 19 舍 624
30800611,施李,男,1.76,2006-04-16,西 6 舍 301
31299701,王舒瑾,女,1.51,2006-09-25,西 14 舍 217
10232708,张痴,女,1.67,2005-01-07,东 11 舍 212
30039141,董敏,女,1.5,2005-11-10,西 24 舍 519
29071008,李倚,女,1.64,2006-09-22,西 24 舍 111
48740069,骆琪纯,女,1.59,2006-04-26,东 22 舍 815
36507275,张君启,男,1.82,2007-04-05,西 17 舍 429
23978139,翁幽,女,1.62,2004-05-18,东 23 舍 121
36945269,曹帆,女,1.56,2007-01-19,西 18 舍 802
15528154,王悦,女,1.65,2004-08-31,西 4 舍 623
39128961,张贝韵,女,1.63,2005-11-13,西 7 舍 403
17800653,吴旭平,男,1.65,2006-04-01,东 1 舍 320
39429003,徐雅妙,女,1.57,2005-08-15,西 12 舍 117
44920916,高泽元,男,1.65,2004-11-12,东 23 舍 201
16017722,李奕宗,男,1.81,2005-02-27,西 15 舍 813
36439650,赵驾,男,1.73,2006-12-31,西 7 舍 727
23559794,唐沁,女,1.67,2006-04-02,东 24 舍 205
15505604,张承彬,男,1.8,2007-01-25,西 22 舍 822
30020273,余仑,男,1.76,2007-02-23,西 7 舍 220
17094706,百里朕,男,1.67,2007-02-17,东 16 舍 103
34943322,彭姝钰,女,1.61,2004-02-01,东 20 舍 318
15858350,陈睿,男,1.79,2004-02-08,东 1 舍 125
46411199,刘慕巧,女,1.57,2003-04-13,东 23 舍 810
19218103,何文妮,女,1.68,2006-05-16,西 13 舍 415
20385849,李茂彦,男,1.67,2003-08-03,西 2 舍 419
36388220,李熙岩,男,1.72,2005-03-11,西 16 舍 324
28458953,赵新菱,女,1.6,2005-04-08,西 1 舍 422
25427932,孙立,男,1.75,2005-09-23,西 1 舍 221
30062167,贺祯卓,男,1.76,2004-03-02,西 3 舍 728
20434606,华兰璇,女,1.56,2002-08-18,东 23 舍 427
40032135,罗茂彦,男,1.63,2006-05-18,西 7 舍 310
48875633,李萱,女,1.64,2007-02-11,西 1 舍 226
37345889,曾怡芬,女,1.54,2002-06-06,西 6 舍 510
43110091,王群,男,1.79,2006-01-08,东 6 舍 209
10790619,杨竽磊,男,1.8,2002-05-16,西 17 舍 813
18709267,马承彬,男,1.75,2006-01-10,东 20 舍 615
39642066,陈贝韵,女,1.61,2005-04-15,东 7 舍 430
18264692,殷炫灿,男,1.7,2005-11-24,西 21 舍 330
30603425,韩松芬,女,1.62,2003-03-13,西 4 舍 201
15570329,李哲,男,1.76,2005-07-26,西 10 舍 721
33752324,张芷蕊,女,1.6,2002-09-28,东 11 舍 627
32067084,张云诺,男,1.66,2005-04-01,西 19 舍 311
31629020,苏潇,女,1.65,2003-06-05,西 6 舍 124
20355635,邹焘,男,1.67,2005-02-23,东 12 舍 824
45119199,李偌瑾,女,1.52,2006-04-21,西 5 舍 710
39797504,李永茂,男,1.77,2004-10-30,西 24 舍 422
12644665,梁思,女,1.6,2006-04-18,西 4 舍 619
40539412,朱纹珊,女,1.63,2003-01-30,西 24 舍 204
29189860,朱秦恒,男,1.86,2003-05-02,东 22 舍 606
19923223,汤浦宇,男,1.83,2005-06-06,西 21 舍 230
37511129,罗蒲,男,1.85,2002-10-31,东 17 舍 107
14860043,练清滢,女,1.64,2004-11-05,东 16 舍 712
11125057,吕竽磊,男,1.77,2005-12-10,东 1 舍 829
32090327,张文峥,男,1.76,2005-12-17,西 21 舍 214
29779863,孙兰璇,女,1.53,2004-02-08,东 3 舍 524
31693466,戴荷菲,女,1.65,2006-07-01,西 24 舍 709
32764630,许清滢,女,1.6,2002-07-06,东 20 舍 129
25758554,李秉雄,男,1.69,2003-05-15,西 21 舍 118
20994942,温锋玮,男,1.82,2003-04-08,东 11 舍 515
36168201,王自昊,男,1.74,2003-03-28,东 12 舍 825
27612456,丘依梅,女,1.58,2005-11-25,东 19 舍 704
16734472,于新,女,1.51,2003-08-04,西 3 舍 525
12804774,赵偌瑾,女,1.67,2007-02-06,东 7 舍 328
24234428,赵忆狄,男,1.72,2003-10-08,西 14 舍 528
11042312,沈宛霞,女,1.59,2004-03-21,西 17 舍 830
29445308,俞争,男,1.71,2003-04-04,东 12 舍 320
39737409,王清媛,女,1.62,2006-11-12,西 23 舍 526
12086712,刘路,女,1.66,2006-10-26,东 5 舍 627
25993612,赵觅蕴,女,1.69,2005-07-03,东 5 舍 221
23880212,张襦,男,1.83,2004-08-12,西 1 舍 103
47541973,陈辈,男,1.77,2004-06-18,西 16 舍 115
19703409,陈桑,女,1.66,2004-11-10,东 24 舍 302
28140131,李贞,女,1.64,2006-07-15,西 14 舍 723
48052582,刘青熙,女,1.55,2005-02-27,西 23 舍 721
28806484,袁清滢,女,1.65,2004-02-08,西 22 舍 212
29088940,张德,女,1.46,2002-05-15,西 10 舍 418
41851143,崔信霖,男,1.71,2003-10-15,西 1 舍 124
21155437,邓滨义,男,1.9,2003-10-22,东 23 舍 614
20962832,舒荷菲,女,1.69,2003-10-22,东 1 舍 430
42698993,詹浩,男,1.72,2004-05-24,西 15 舍 420
27598436,梁玥,女,1.53,2006-01-08,西 20 舍 524
31803086,陶芷丽,女,1.63,2006-02-21,东 18 舍 730
31409942,傅晴茹,女,1.62,2003-11-03,西 13 舍 522
29904274,邓坤灵,男,1.74,2004-07-24,东 21 舍 702
42249942,李博罗,男,1.66,2005-09-20,东 24 舍 820
41654730,潘舞,女,1.69,2005-04-14,东 20 舍 515
38796510,张琪纯,女,1.66,2003-12-09,西 16 舍 823
15448715,任祯卓,男,1.81,2005-02-18,东 12 舍 613
28335317,张瑾,女,1.61,2004-12-09,西 6 舍 817
13136874,刘慕鸿,男,1.75,2007-03-07,东 17 舍 613
38615455,王林,女,1.71,2002-09-27,东 13 舍 120
29162847,温亿,男,1.79,2007-03-17,西 17 舍 230
19158215,王秦恒,男,1.87,2003-08-14,西 13 舍 821
33386881,李祯卓,男,1.76,2006-05-30,西 23 舍 207
35768102,曾婉慧,女,1.7,2004-02-23,东 23 舍 420
10913118,杨旭平,男,1.86,2004-03-20,西 22 舍 822
37338709,李书琴,女,1.63,2003-10-05,西 4 舍 119
37000630,刘子,男,1.76,2004-12-20,西 9 舍 425
40055367,朱怀盈,女,1.68,2003-12-18,东 14 舍 411
29710295,徐宇,男,1.8,2006-11-05,西 15 舍 506
10937090,王芷丽,女,1.52,2007-04-02,西 4 舍 706
15030361,王贵,男,1.8,2003-04-06,西 19 舍 130
17405083,李琪纯,女,1.7,2005-03-17,西 22 舍 808
45593710,蒋梓琪,女,1.52,2002-08-25,东 4 舍 108
27495910,陈秦齐,男,1.67,2005-03-21,东 4 舍 519
25545296,高松樱,女,1.63,2005-12-13,东 20 舍 826
36917086,罗晗,男,1.62,2002-07-04,西 9 舍 702
28076589,许韵,女,1.63,2002-11-12,东 6 舍 315
38273689,何梓琪,女,1.66,2006-06-22,西 14 舍 729
29985199,周茂彦,男,1.78,2007-02-12,东 24 舍 304
19509637,邹贯,男,1.8,2002-06-10,东 15 舍 707
30911553,贾浦宇,男,1.81,2005-11-21,西 20 舍 129
33762975,王松芬,女,1.54,2005-04-07,西 8 舍 704
18320892,刘薇,女,1.46,2006-02-08,东 4 舍 608
41889484,滕泽元,男,1.73,2007-04-05,西 4 舍 522
19957409,刘雅惠,女,1.57,2004-10-05,西 8 舍 625
43929059,李佳禾,女,1.72,2003-06-04,东 8 舍 411
22697384,金云诺,男,1.61,2006-09-16,东 18 舍 316
17095800,万雪菡,女,1.73,2005-06-14,西 6 舍 721
46579186,吕尔楚,女,1.52,2002-06-26,西 24 舍 826
22698379,陈泽明,男,1.68,2003-01-24,东 6 舍 822
20393945,杨浚梓,男,1.84,2003-01-24,西 19 舍 617
34576009,朱清深,男,1.73,2005-08-13,东 8 舍 705
24625918,孙浚梓,男,1.77,2002-06-25,东 4 舍 825
20599222,孙依梅,女,1.73,2006-05-21,东 12 舍 201
33572356,陈泽商,男,1.59,2003-05-22,西 4 舍 503
45685774,陈嘉茵,女,1.58,2005-02-21,西 1 舍 119
12316381,朱宛晴,女,1.79,2006-08-28,东 16 舍 407
20143421,李敬,男,1.68,2006-05-04,东 13 舍 610
43065516,王泰骞,男,1.73,2004-03-24,西 11 舍 815
43137673,刘奕宗,男,1.74,2004-04-25,西 9 舍 322
42145729,顾筱羽,女,1.56,2002-10-29,西 21 舍 307
20427223,李莉菲,女,1.63,2005-06-13,东 19 舍 205
13417082,任星,男,1.72,2003-03-24,西 8 舍 205
14274434,张梓,女,1.67,2002-06-09,西 9 舍 624
19249581,史清深,男,1.8,2003-05-30,东 12 舍 727
45158480,孙竽磊,男,1.6,2004-07-01,西 19 舍 630
29413399,宋薇,女,1.52,2005-08-16,东 13 舍 227
34284389,伍泽若,男,1.85,2004-07-06,西 14 舍 205
29318767,林枫宁,女,1.63,2003-12-26,西 6 舍 217
20677235,吴婉慧,女,1.6,2005-11-01,东 8 舍 310
42810150,黎云诺,男,1.82,2006-01-13,西 5 舍 409
47268480,郭旭平,男,1.81,2007-04-06,西 12 舍 312
26604264,梁炫灿,男,1.78,2004-09-16,西 5 舍 316
22008358,陈澎,男,1.83,2002-08-12,西 11 舍 420
40128378,周勤,女,1.68,2005-08-24,东 11 舍 507
43776146,温舱,男,1.68,2005-11-22,东 7 舍 223
28083118,魏源泽,男,1.71,2003-03-28,西 23 舍 514
15993933,庞舒志,男,1.69,2005-12-18,东 12 舍 526
44440029,金婉慧,女,1.74,2006-06-18,西 14 舍 123
13156546,陈兰璇,女,1.43,2003-11-16,东 14 舍 417
21636476,华杰,男,1.74,2007-01-26,东 6 舍 518
42198137,于璇兰,女,1.67,2006-10-26,西 6 舍 626
36322518,王信霖,男,1.7,2006-10-24,东 23 舍 124
29082710,侯新菱,女,1.7,2005-09-03,西 3 舍 230
21718953,王杉哲,男,1.84,2003-05-23,西 6 舍 827
28277227,马玮,女,1.59,2007-01-30,东 22 舍 304
14913559,吴然,女,1.65,2003-05-02,西 11 舍 228
23235690,崔叶,女,1.62,2002-07-05,东 21 舍 423
11543081,韦霜,女,1.57,2004-04-18,西 7 舍 415
16197239,陶昊惟,男,1.78,2006-08-12,东 23 舍 627
25234847,刘亦茂,男,1.74,2005-11-18,西 14 舍 817
31673782,黄琴,女,1.52,2006-07-11,东 11 舍 220
43844685,郭承彬,男,1.77,2004-08-22,西 11 舍 321
18978096,王灿,女,1.61,2004-07-31,东 17 舍 602
40800210,马秀,女,1.57,2003-01-09,西 12 舍 324
24850914,谢奕宗,男,1.81,2006-05-10,西 9 舍 705
10971690,覃舒瑾,女,1.58,2004-07-04,东 1 舍 808
32520704,孙婉慧,女,1.6,2006-11-07,东 8 舍 205
48121556,杨琪纯,女,1.59,2003-03-14,东 22 舍 711
49949045,黄皓润,男,1.8,2003-06-26,西 7 舍 107
25907253,熊庆,男,1.7,2004-08-03,东 1 舍 607
36206795,赵颖,女,1.69,2003-06-24,西 19 舍 628
15882406,王浦宇,男,1.79,2005-05-18,东 16 舍 609
17663048,张宛霞,女,1.56,2005-03-03,东 20 舍 320
29872518,陈澜,女,1.6,2005-06-10,东 5 舍 209
26688479,黄顺远,男,1.62,2005-01-09,西 20 舍 108
32641076,乔嫣,女,1.55,2005-10-12,西 6 舍 820
30934141,刘信霖,男,1.9,2003-01-08,东 5 舍 501
12758078,杨昭美,女,1.64,2006-08-12,西 20 舍 309
42067590,何凌,男,1.84,2004-10-30,西 12 舍 212
30440517,马楚菱,女,1.65,2004-08-31,东 7 舍 524
40076493,刘琰,女,1.53,2005-04-26,西 7 舍 703
38685575,商信霖,男,1.81,2006-08-26,西 17 舍 414
26281377,史依梅,女,1.56,2006-10-20,东 3 舍 525
42426706,覃庆星,男,1.76,2004-04-20,东 10 舍 606
34253928,徐峻,男,1.68,2002-11-26,东 17 舍 403
47418204,林祯卓,男,1.8,2007-05-05,西 22 舍 105
32412329,张霜,女,1.61,2002-07-21,东 21 舍 228
36050230,姜希嫣,女,1.74,2004-07-14,东 12 舍 807
43883310,常林灏,男,1.76,2004-01-10,西 21 舍 427
42377599,曹舒志,男,1.76,2006-02-05,西 8 舍 601
43370587,陈莉菲,女,1.65,2006-09-25,西 14 舍 813
28139945,李丹华,女,1.71,2002-06-25,西 6 舍 716
24680129,王舒志,男,1.77,2004-07-15,东 9 舍 706
19752186,沈凉,女,1.64,2002-10-27,东 16 舍 327
32945415,李怀盈,女,1.7,2002-08-20,东 20 舍 509
43878856,尚忆狄,男,1.63,2005-09-21,东 7 舍 806
11516852,李信霖,男,1.75,2002-12-12,西 17 舍 412
27802484,陈慕鸿,男,1.71,2006-08-17,东 21 舍 108
34756317,姜畅裕,男,1.72,2004-07-27,东 14 舍 202
34215137,管自昊,男,1.64,2003-04-26,东 24 舍 805
39384630,李泽商,男,1.66,2005-07-03,东 24 舍 203
46088532,刘凯泽,男,1.82,2003-11-23,东 21 舍 627
33704835,张嘉茵,女,1.5,2003-06-13,东 22 舍 821
15769251,王筱羽,女,1.63,2002-10-14,西 18 舍 805
37861619,高雅惠,女,1.58,2002-07-15,东 12 舍 614
35016120,项忆狄,男,1.67,2006-03-21,西 21 舍 809
13127810,宋博罗,男,1.67,2005-12-19,西 16 舍 203
38084313,李诤,男,1.77,2005-10-31,东 18 舍 514
36631174,刘宛霞,女,1.6,2002-10-31,西 14 舍 504
29214373,张雁楚,女,1.58,2005-07-23,东 8 舍 122
45072084,于顺远,男,1.73,2007-01-30,东 3 舍 308
31859069,崔灏风,男,1.83,2002-07-20,东 18 舍 312
48655882,江琶,女,1.62,2006-11-19,西 11 舍 510
20779155,袁筱羽,女,1.73,2005-06-01,东 16 舍 209
43109932,覃钢,男,1.79,2003-06-29,东 14 舍 620
33189345,刘君启,男,1.78,2003-10-16,东 11 舍 712
43238492,刘征风,男,1.73,2006-02-03,东 6 舍 523
10925994,陆明,男,1.68,2005-05-11,东 22 舍 702
44620464,陈浚梓,男,1.84,2003-07-11,西 11 舍 417
39989277,张弛,男,1.77,2004-09-02,东 23 舍 106
42612336,兰青波,女,1.56,2004-01-23,东 18 舍 402
41787593,刘林灏,男,1.72,2002-07-08,东 7 舍 311
42283900,陈昭美,女,1.55,2003-02-27,西 21 舍 610
32708270,易蕴宁,女,1.64,2005-11-24,西 10 舍 608
22224934,陈兰璇,女,1.62,2006-02-06,西 6 舍 722
26105569,周松芬,女,1.57,2006-09-17,东 6 舍 217
29984066,胡珅南,男,1.82,2006-07-14,西 5 舍 230
19461419,杨昶,男,1.84,2005-10-04,东 7 舍 425
21961381,李蓝,女,1.76,2004-08-26,东 14 舍 708
12631434,陈信霖,男,1.77,2004-02-27,东 5 舍 219
35975502,杜槐,女,1.67,2006-10-13,西 5 舍 516
20870623,何杰,男,1.71,2006-03-25,西 8 舍 817
46446594,武易,男,1.79,2007-04-21,东 5 舍 328
28287255,王若翰,男,1.76,2006-02-23,东 3 舍 208
30269661,梁茜惠,女,1.71,2005-10-22,西 3 舍 119
23937507,李炫灿,男,1.68,2004-05-18,西 24 舍 420
48683017,陆楚菱,女,1.64,2005-02-03,东 10 舍 419
19806026,何鸣哲,男,1.75,2005-05-21,西 24 舍 510
42450272,王浦宇,男,1.65,2005-04-21,西 23 舍 329
23884966,唐顺远,男,1.74,2002-06-09,东 2 舍 620
31662373,唐岑,男,1.81,2002-09-12,西 13 舍 601
30620460,刘书琴,女,1.54,2006-06-18,东 1 舍 522
15835491,柴亦茂,男,1.91,2006-09-03,西 1 舍 217
16497144,马婕,女,1.63,2005-04-05,东 9 舍 121
36554565,丁林灏,男,1.7,2007-04-01,西 19 舍 607
34811638,贾驹,男,1.7,2006-06-09,西 12 舍 503
44404179,顾筱羽,女,1.59,2004-07-02,西 8 舍 803
34459734,柯琳,女,1.55,2004-03-16,西 14 舍 212
11280371,孙新菱,女,1.68,2005-10-26,东 2 舍 117
45870305,王祯卓,男,1.71,2004-01-03,西 24 舍 410
36057862,卢晨纶,男,1.74,2005-12-12,西 12 舍 721
39590708,廖茂彦,男,1.68,2005-11-21,东 21 舍 330
21666816,刘秦齐,男,1.74,2005-03-23,西 6 舍 227
47585469,林雅惠,女,1.66,2002-07-26,西 5 舍 828
39095038,卢万信,男,1.81,2006-12-21,东 12 舍 223
40811506,虞媛倚,女,1.6,2006-04-04,西 2 舍 628
45676522,梁青波,女,1.62,2003-02-03,东 11 舍 230
10500469,邵芷蕊,女,1.61,2003-03-13,西 12 舍 611
37527837,施锋玮,男,1.78,2004-06-01,西 8 舍 429
18873463,范瑗,女,1.56,2002-11-03,东 15 舍 320
43328590,邹书琴,女,1.7,2004-07-19,东 5 舍 318
47154372,黄媛倚,女,1.66,2007-02-24,东 4 舍 229
45654675,袁雪菡,女,1.51,2004-05-26,东 16 舍 204
34752785,董圣晨,男,1.8,2005-04-09,东 13 舍 119
47761201,罗夏怡,女,1.67,2005-11-20,西 17 舍 514
31601069,李珅南,男,1.74,2002-09-01,东 14 舍 401
19359027,郑万信,男,1.78,2007-01-28,东 18 舍 104
11486725,石宛霞,女,1.66,2004-05-17,西 2 舍 424
49681839,张问,女,1.68,2003-03-25,东 24 舍 330
47703573,王越,女,1.56,2003-10-30,东 14 舍 226
30850562,杨铭锵,男,1.79,2005-04-28,东 19 舍 117
36627180,李芷蕊,女,1.6,2004-12-16,东 19 舍 609
16505591,王荷菲,女,1.66,2004-02-25,东 10 舍 417
33142697,唐偌瑾,女,1.61,2005-10-28,西 7 舍 808
10443417,周焘,男,1.75,2002-11-03,西 21 舍 828
16307038,王路,女,1.61,2006-12-19,西 2 舍 403
41778008,贺蕴宁,女,1.52,2005-04-02,东 5 舍 707
31387964,杨思杉,男,1.72,2004-03-29,东 20 舍 602
37447018,黄丹华,女,1.65,2003-09-04,西 14 舍 721
29034115,郭梓琪,女,1.63,2002-12-14,西 3 舍 428
22557136,陈忆狄,男,1.78,2002-09-15,东 15 舍 515
29060933,余筱羽,女,1.55,2003-12-31,东 16 舍 825
28372018,王泽明,男,1.79,2006-07-26,西 1 舍 222
32579209,周松芬,女,1.65,2004-05-23,西 15 舍 519
18590278,吴若,女,1.69,2003-08-11,东 1 舍 711
47652819,邓婉慧,女,1.55,2004-01-10,东 21 舍 606
18143494,周慕鸿,男,1.8,2005-11-08,西 12 舍 229
25869211,王佳禾,女,1.74,2002-11-15,西 16 舍 722
16331314,夏滨义,男,1.83,2005-09-05,西 13 舍 529
25269395,林昊惟,男,1.83,2004-04-22,东 12 舍 513
14173263,姚瑗,女,1.57,2002-08-26,东 22 舍 407
10621956,李坤灵,男,1.71,2003-01-10,西 1 舍 416
32620957,何觅蕴,女,1.56,2003-08-04,东 18 舍 223
37624245,侯青波,女,1.55,2002-07-20,东 1 舍 404
48846638,张全,男,1.65,2005-11-21,西 18 舍 526
38405184,陈铭锵,男,1.65,2004-02-13,西 7 舍 616
21196290,张奕,男,1.79,2005-11-02,西 22 舍 608
19386795,蔡嘉茵,女,1.6,2007-04-24,东 1 舍 314
22411810,周清深,男,1.78,2006-01-25,东 4 舍 802
21421762,于钟,男,1.82,2004-12-24,东 11 舍 126
26620780,罗德东,男,1.74,2005-05-15,东 12 舍 815
19861776,周偌瑾,女,1.62,2003-02-10,东 7 舍 711
37050922,黄辰,男,1.68,2003-11-01,西 16 舍 208
36025505,陈碧恬,女,1.66,2004-06-06,东 13 舍 108
30909759,阎芷蕊,女,1.62,2002-06-24,东 8 舍 214
44664149,周明泉,男,1.8,2004-02-03,东 8 舍 509
39007171,黄纹珊,女,1.67,2005-08-04,西 10 舍 617
41473096,全若翰,男,1.63,2006-03-05,东 14 舍 520
49675626,杨梓琪,女,1.73,2003-10-17,东 2 舍 815
33363724,梁尔楚,女,1.59,2004-10-04,西 24 舍 228
49471591,曾舒瑾,女,1.5,2006-08-06,东 3 舍 511
17534219,余世,男,1.87,2004-03-24,东 7 舍 222
40897307,张颔,男,1.74,2005-12-25,东 4 舍 716
47149508,章濯,男,1.71,2003-06-06,东 8 舍 524
36220048,关承彬,男,1.6,2005-10-01,东 20 舍 223
25601821,刘信霖,男,1.79,2002-08-17,西 4 舍 722
30556375,张丹华,女,1.61,2006-02-28,西 12 舍 307
30145499,邵竽磊,男,1.68,2004-01-12,西 3 舍 206
19361400,张青熙,女,1.56,2003-05-12,西 1 舍 119
48333809,赵雅惠,女,1.59,2004-09-26,东 17 舍 211
43556184,王浩泽,男,1.82,2005-11-30,东 22 舍 820
49223464,吴韵,女,1.6,2005-07-30,西 8 舍 327
33552216,王仑,男,1.69,2004-04-23,东 5 舍 813
14614999,韦茂彦,男,1.67,2002-06-26,东 13 舍 418
34334350,刘珅南,男,1.73,2004-07-18,东 1 舍 518
44610047,贺纪,男,1.74,2005-05-17,东 11 舍 104
43004911,唐清滢,女,1.68,2005-12-22,西 8 舍 127
34014133,汪梓琪,女,1.62,2005-09-15,东 19 舍 420
42057539,胡翔,女,1.66,2002-10-31,东 5 舍 508
23114982,雷雁楚,女,1.58,2005-05-30,西 20 舍 215
19535800,李蕴宁,女,1.68,2005-07-06,西 2 舍 219
22532472,王嘉和,男,1.85,2003-10-18,西 2 舍 419
26484565,高顺远,男,1.78,2004-12-25,东 14 舍 830
14364810,杨纹窈,女,1.7,2003-12-28,东 18 舍 212
26751225,潘灏风,男,1.86,2006-03-15,西 16 舍 218
42252787,李谚,男,1.78,2006-06-30,西 8 舍 211
33321972,侯浩泽,男,1.63,2005-02-19,西 20 舍 520
42687383,杨芝,女,1.65,2005-06-21,西 16 舍 814
16374552,陈哲,男,1.69,2003-04-03,西 19 舍 529
16651446,梁旭平,男,1.66,2007-02-03,西 24 舍 201
27408598,叶圣晨,男,1.78,2006-08-08,东 17 舍 418
33954259,严顺远,男,1.76,2004-03-28,东 15 舍 724
32291899,蒋畅裕,男,1.71,2005-10-16,东 17 舍 727
43784270,景荷菲,女,1.66,2004-02-11,西 10 舍 525
18179581,朱舱,男,1.76,2004-11-07,东 21 舍 720
12859950,石醉,女,1.54,2005-04-14,东 2 舍 509
30041899,张枫宁,女,1.66,2006-01-12,西 18 舍 612
47698215,陈思杉,男,1.83,2006-03-07,东 8 舍 424
27255609,田茂彦,男,1.88,2005-09-21,西 9 舍 403
24414110,李芷丽,女,1.55,2006-07-05,东 5 舍 708
49150290,吴轩,男,1.65,2003-10-01,东 22 舍 318
43166877,高嘉仪,女,1.71,2006-03-18,东 7 舍 107
35749473,章自昊,男,1.67,2002-11-27,西 18 舍 504
24497818,韩芷丽,女,1.71,2004-09-12,东 3 舍 630
35538972,袁畅裕,男,1.62,2004-08-12,西 14 舍 525
49204003,郭浦宇,男,1.76,2003-08-03,西 19 舍 813
46144975,孙凯泽,男,1.79,2007-04-08,东 3 舍 621
44463000,张文妮,女,1.64,2002-12-18,东 17 舍 119
11168502,辛媛倚,女,1.68,2002-08-15,西 22 舍 527
18737117,殷昴,男,1.82,2005-07-24,西 17 舍 819
24984562,冯弦,女,1.69,2005-05-27,东 17 舍 204
29034665,闵晨纶,男,1.75,2006-08-26,东 12 舍 729
33968060,施承文,男,1.78,2005-12-07,西 24 舍 120
35765496,郭瑞若,男,1.86,2005-10-04,西 17 舍 224
28565193,赵舒瑾,女,1.61,2002-06-06,西 8 舍 205
36455422,蔡凡,女,1.63,2005-04-09,西 15 舍 130
30674637,章影,男,1.76,2003-05-21,西 24 舍 229
22395987,王儿,女,1.63,2003-06-01,东 9 舍 719
28029829,黄征风,男,1.71,2002-12-21,东 16 舍 102
16789585,杨楚悦,女,1.63,2006-12-09,东 13 舍 803
40214249,施钟,男,1.91,2005-06-10,西 14 舍 821
18135260,丁谊,男,1.78,2002-06-10,西 23 舍 301
40197824,周君启,男,1.81,2002-06-03,西 13 舍 321
40682654,曹杏,女,1.57,2003-08-10,西 22 舍 314
21354690,孟新菱,女,1.68,2004-02-06,东 18 舍 112
47580165,王杏,女,1.66,2003-11-06,东 10 舍 730
